motif	region	region.gc	region.avgid	RNAphylo	RNAphylo.fdr	hmmpair	no.seq	alignment.len	avgid	no.bps	fraction.paired	expected.covary	observed.covary	alignment.power	fraction.covarying
K01265_upstream.fna.motif.h2_1	K01265_upstream	(0.4,0.44]	(41,46]	33.9	1.4084507042253522	0	28	72	82	17	23.61111111111111	0.5	1	2.941176470588235	5.88235294117647
K01304_upstream.fna.motif.h1_4	K01304_upstream	(0.44,0.48]	(54,63]	5.16	51.61290322580645	0	56	33	78.35	6	18.181818181818183	1.6	0	26.666666666666668	0
K01304_upstream.fna.motif.h1_5	K01304_upstream	(0.44,0.48]	(54,63]	0.44	87.09677419354838	0	59	46	71.49	10	21.73913043478261	2.5	0	25	0
K01304_upstream.fna.motif.h2_1	K01304_upstream	(0.44,0.48]	(54,63]	3.74	54.83870967741935	0	63	52	75.05	12	23.076923076923077	2.7	0	22.5	0
K01304_upstream.fna.motif.h2_3.h2_5.h1_3	K01304_upstream	(0.44,0.48]	(54,63]	7.01	48.387096774193544	0	61	107	69.58	20	18.69158878504673	6.3	0	31.5	0
K01347_upstream.fna.motif.h2_4	K01347_upstream	(0.4,0.44]	(35,41]	54.37	6.25	0.288591	32	88	59.64	25	28.40909090909091	7.4	0	29.600000000000005	0
K01356_downstream.fna.motif.h1_3	K01356_downstream	(0.4,0.44]	(41,46]	14.59	1.4084507042253522	0.955859	8	47	69.59	15	31.914893617021278	0.2	0	1.3333333333333335	0
K01356_upstream.fna.motif.h1_2	K01356_upstream	(0.36,0.4]	(54,63]	5.4	10	0	102	34	65.73	13	38.23529411764706	6.3	0	48.46153846153846	0
K01356_upstream.fna.motif.h1_5	K01356_upstream	(0.36,0.4]	(54,63]	30.49	10	0	103	53	59.96	14	26.41509433962264	8.6	1	61.42857142857142	7.142857142857142
K01387_upstream.fna.motif.h1_1.h2_1	K01387_upstream	(0.4,0.44]	(54,63]	8.49	23.333333333333336	0	63	131	82.08	24	18.3206106870229	4.9	0	20.416666666666668	0
K01387_upstream.fna.motif.h1_2	K01387_upstream	(0.4,0.44]	(54,63]	0.06	90	0	49	33	84.56	7	21.21212121212121	0.7	0	10	0
K01414_downstream.fna.motif.h1_1.h1_3	K01414_downstream	(0.4,0.44]	(35,41]	0.56	25	0.935838	29	83	82.71	24	28.915662650602407	1.4	0	5.833333333333333	0
K01414_downstream.fna.motif.h1_4	K01414_downstream	(0.4,0.44]	(35,41]	0.16	50	0	15	33	82.91	5	15.151515151515152	0.2	0	4	0
K01414_downstream.fna.motif.h2_1.h2_4	K01414_downstream	(0.4,0.44]	(35,41]	12.25	6.25	0.0116512	43	146	66.84	29	19.863013698630137	6.1	0	21.034482758620687	0
K01414_downstream.fna.motif.h2_2	K01414_downstream	(0.4,0.44]	(35,41]	1.16	18.75	0	40	49	75.29	9	18.367346938775512	1.3	0	14.444444444444446	0
K01424_upstream.fna.motif.h1_1	K01424_upstream	(0.4,0.44]	(54,63]	35	6.666666666666667	0.0385826	41	80	56.34	13	16.25	4	2	30.76923076923077	15.384615384615385
K01425_upstream.fna.motif.h1_1	K01425_upstream	(0.36,0.4]	(35,41]	52.5	5.88235294117647	1.23771	34	35	49.53	11	31.428571428571427	4.5	5	40.909090909090914	45.45454545454545
K01428_downstream.fna.motif.h1_2	K01428_downstream	(0.4,0.44]	(35,41]	0.01	75	0	15	35	88.89	10	28.57142857142857	0.2	1	2	10
K01428_downstream.fna.motif.h1_3	K01428_downstream	(0.4,0.44]	(35,41]	4.12	6.25	0	13	31	93.07	7	22.58064516129032	0	0	0	0
K01428_downstream.fna.motif.h1_4.h2_4	K01428_downstream	(0.4,0.44]	(35,41]	0.04	56.25	0.870702	21	57	90.47	14	24.561403508771928	0.2	0	1.4285714285714286	0
K01428_downstream.fna.motif.h1_5.h2_3	K01428_downstream	(0.4,0.44]	(35,41]	0.11	56.25	0	21	116	92.14	23	19.82758620689655	0.4	0	1.7391304347826086	0
K01428_downstream.fna.motif.h2_1.h2_2	K01428_downstream	(0.4,0.44]	(35,41]	0.18	43.75	0.901804	23	96	88.72	19	19.791666666666664	0.6	0	3.1578947368421053	0
K01436_downstream.fna.motif.h1_2	K01436_downstream	(0.4,0.44]	(46,54]	19.52	1.1764705882352942	2.57976	20	43	78.38	13	30.23255813953488	0.6	3	4.615384615384615	23.076923076923077
K01436_downstream.fna.motif.h2_1	K01436_downstream	(0.4,0.44]	(46,54]	28.85	1.1764705882352942	4.33915	30	90	78.42	26	28.888888888888886	1.7	1	6.538461538461539	3.8461538461538463
K01437_downstream.fna.motif.h1_1.h2_1.h1_4	K01437_downstream	(0.4,0.44]	(41,46]	20.32	1.4084507042253522	3.35523	32	71	83.62	17	23.943661971830984	0.8	1	4.705882352941177	5.88235294117647
K01437_downstream.fna.motif.h1_3	K01437_downstream	(0.4,0.44]	(41,46]	0.12	56.33802816901409	0	13	31	85.92	3	9.67741935483871	0	0	0	0
K01437_downstream.fna.motif.h1_5	K01437_downstream	(0.4,0.44]	(41,46]	13.25	1.4084507042253522	0	28	47	84.44	9	19.148936170212767	0.3	1	3.3333333333333335	11.11111111111111
K01437_downstream.fna.motif.h2_2	K01437_downstream	(0.4,0.44]	(41,46]	0.46	43.66197183098592	1.31451e-4	24	55	90.93	16	29.09090909090909	0.3	0	1.875	0
K01437_downstream.fna.motif.h2_3	K01437_downstream	(0.4,0.44]	(41,46]	0.02	69.01408450704226	0	31	68	75.43	11	16.176470588235293	1	0	9.090909090909092	0
K01437_upstream.fna.motif.h1_1	K01437_upstream	(0.4,0.44]	(41,46]	0.12	56.33802816901409	0.0216127	21	46	86.63	12	26.08695652173913	0.1	1	0.8333333333333334	8.333333333333332
K01437_upstream.fna.motif.h1_4.h2_1.h1_2	K01437_upstream	(0.4,0.44]	(41,46]	36.24	1.4084507042253522	4.01999e-4	57	89	58.08	8	8.98876404494382	1.7	0	21.25	0
K01437_upstream.fna.motif.h2_2	K01437_upstream	(0.4,0.44]	(41,46]	5.51	18.30985915492958	0.00513824	23	67	87	16	23.88059701492537	0.4	1	2.5	6.25
K01437_upstream.fna.motif.h2_3	K01437_upstream	(0.4,0.44]	(41,46]	0.03	67.60563380281691	0.451928	29	63	79.38	13	20.634920634920633	1.5	0	11.538461538461538	0
K01462_downstream.fna.motif.h1_2	K01462_downstream	(0.4,0.44]	(46,54]	101.48	1.1764705882352942	0.112867	28	56	60.97	18	32.142857142857146	2.3	3	12.777777777777777	16.666666666666664
K01462_upstream.fna.motif.h1_3	K01462_upstream	(0.4,0.44]	(35,41]	0.07	56.25	0	22	31	85.64	7	22.58064516129032	0.1	1	1.4285714285714286	14.285714285714285
K01465_upstream.fna.motif.h2_1	K01465_upstream	(0.36,0.4]	(46,54]	11.92	5.555555555555555	0.140725	33	69	79.78	14	20.28985507246377	1	0	7.142857142857142	0
K01470_downstream.fna.motif.h2_1	K01470_downstream	(0.4,0.44]	(54,63]	1.37	73.33333333333334	0	21	73	85.78	16	21.91780821917808	0.6	0	3.75	0
K01470_upstream.fna.motif.h1_3	K01470_upstream	(0.4,0.44]	(41,46]	2.18	29.577464788732396	0	20	43	81.31	9	20.930232558139537	0.2	4	2.2222222222222223	44.44444444444444
K01480_upstream.fna.motif.h1_2.h2_2	K01480_upstream	(0.4,0.44]	(46,54]	62.52	1.1764705882352942	2.30685	57	96	55.87	23	23.958333333333336	10.7	8	46.52173913043478	34.78260869565217
K01480_upstream.fna.motif.h1_5	K01480_upstream	(0.4,0.44]	(46,54]	162.88	1.1764705882352942	8.49568	55	60	69.56	19	31.666666666666664	5.9	7	31.05263157894737	36.84210526315789
K01480_upstream.fna.motif.h2_3	K01480_upstream	(0.4,0.44]	(46,54]	151.87	1.1764705882352942	6.82113	54	117	51.93	23	19.65811965811966	9.5	8	41.30434782608695	34.78260869565217
K01491_upstream.fna.motif.h1_4	K01491_upstream	(0.4,0.44]	(41,46]	0.08	60.563380281690144	0.965799	25	51	83.45	6	11.76470588235294	0.2	0	3.3333333333333335	0
K01491_upstream.fna.motif.h2_1	K01491_upstream	(0.4,0.44]	(41,46]	2.05	29.577464788732396	0.977725	31	61	75.07	12	19.672131147540984	1.6	0	13.333333333333334	0
K01494_downstream.fna.motif.h1_5	K01494_downstream	(0.48,1]	(41,46]	0.01	50	0	19	40	86.97	11	27.500000000000004	0.5	0	4.545454545454546	0
K01507_downstream.fna.motif.h1_1	K01507_downstream	(0.44,0.48]	(41,46]	0.2	62.5	0	27	37	82.22	10	27.027027027027028	0.6	0	6	0
K01507_downstream.fna.motif.h1_3	K01507_downstream	(0.44,0.48]	(41,46]	1.48	18.75	0	28	36	80.5	9	25	0.8	1	8.88888888888889	11.11111111111111
K01507_downstream.fna.motif.h2_1	K01507_downstream	(0.44,0.48]	(41,46]	0.01	81.25	0	26	63	75.5	9	14.285714285714285	0.8	0	8.88888888888889	0
K01507_downstream.fna.motif.h2_3	K01507_downstream	(0.44,0.48]	(41,46]	4.06	12.5	8.43294e-7	30	112	82.08	24	21.428571428571427	2.2	0	9.166666666666668	0
K01507_upstream.fna.motif.h2_1	K01507_upstream	(0.4,0.44]	(54,63]	0.01	93.33333333333334	9.54604e-7	21	63	83.62	11	17.46031746031746	0.3	0	2.727272727272727	0
K01524_downstream.fna.motif.h1_2	K01524_downstream	(0.4,0.44]	(35,41]	0.03	56.25	0	17	37	86.67	6	16.216216216216218	0.1	0	1.6666666666666667	0
K01524_downstream.fna.motif.h1_3	K01524_downstream	(0.4,0.44]	(35,41]	0.08	56.25	0.00227726	18	37	84.13	12	32.432432432432435	0.3	1	2.5	8.333333333333332
K01524_downstream.fna.motif.h1_4	K01524_downstream	(0.4,0.44]	(35,41]	0.04	56.25	0	23	31	85.36	8	25.806451612903224	0	0	0	0
K01524_downstream.fna.motif.h2_2.h2_4	K01524_downstream	(0.4,0.44]	(35,41]	1.64	12.5	0	31	113	80.07	20	17.699115044247787	2.1	0	10.500000000000002	0
K01524_downstream.fna.motif.h2_3	K01524_downstream	(0.4,0.44]	(35,41]	1.45	12.5	0.0578761	34	94	76.34	21	22.340425531914892	2.9	0	13.80952380952381	0
K01524_upstream.fna.motif.h1_2	K01524_upstream	(0.44,0.48]	(46,54]	34.43	2.7027027027027026	0	53	43	62.13	9	20.930232558139537	2.8	0	31.11111111111111	0
K01524_upstream.fna.motif.h1_4	K01524_upstream	(0.44,0.48]	(46,54]	0.69	35.13513513513514	0	16	33	86.21	8	24.242424242424242	0	0	0	0
K01524_upstream.fna.motif.h2_4	K01524_upstream	(0.44,0.48]	(46,54]	15.85	10.81081081081081	0.101949	38	79	74.77	19	24.050632911392405	3.9	2	20.526315789473685	10.526315789473683
K01537_upstream.fna.motif.h1_1	K01537_upstream	(0.4,0.44]	(41,46]	2.52	29.577464788732396	0.534849	33	34	76.85	11	32.35294117647059	1	1	9.090909090909092	9.090909090909092
K01537_upstream.fna.motif.h2_3	K01537_upstream	(0.4,0.44]	(41,46]	62.19	1.4084507042253522	0	81	73	44.54	9	12.32876712328767	5.7	4	63.33333333333333	44.44444444444444
K01546_upstream.fna.motif.h1_1	K01546_upstream	(0,0.36]	(35,41]	102.27	33.33333333333333	0.114086	70	35	42.33	13	37.142857142857146	10.2	13	78.46153846153847	100
K01546_upstream.fna.motif.h1_2	K01546_upstream	(0,0.36]	(35,41]	39.99	49.99999999999999	0	62	35	58.3	6	17.142857142857142	1.7	0	28.333333333333332	0
K01546_upstream.fna.motif.h1_3	K01546_upstream	(0,0.36]	(35,41]	155.02	16.666666666666664	0.00149765	64	42	44.49	16	38.095238095238095	11.2	14	70	87.5
K01546_upstream.fna.motif.h1_5	K01546_upstream	(0,0.36]	(35,41]	105.01	33.33333333333333	0.996929	79	40	46.83	5	12.5	3.7	5	74	100
K01546_upstream.fna.motif.h2_3	K01546_upstream	(0,0.36]	(35,41]	82.84	33.33333333333333	5.36192e-7	83	59	46.45	11	18.64406779661017	8.4	11	76.36363636363637	100
K01546_upstream.fna.motif.h2_5	K01546_upstream	(0,0.36]	(35,41]	59.4	49.99999999999999	0.853647	81	67	40.1	16	23.88059701492537	12.7	15	79.375	93.75
K01561_upstream.fna.motif.h1_3	K01561_upstream	(0.36,0.4]	(41,46]	11.3	11.11111111111111	2.07671	4	53	58.24	15	28.30188679245283	0	1	0	6.666666666666667
K01579_upstream.fna.motif.h1_3	K01579_upstream	(0.4,0.44]	(46,54]	29.38	1.1764705882352942	2.09264	23	49	50.78	11	22.448979591836736	3.3	1	30	9.090909090909092
K01588_downstream.fna.motif.h1_1	K01588_downstream	(0.36,0.4]	(41,46]	0.06	44.44444444444444	0	10	31	91.17	12	38.70967741935484	0.1	0	0.8333333333333334	0
K01588_downstream.fna.motif.h1_3	K01588_downstream	(0.36,0.4]	(41,46]	0.11	44.44444444444444	0	26	42	84.7	10	23.809523809523807	1	0	10	0
K01588_downstream.fna.motif.h1_5	K01588_downstream	(0.36,0.4]	(41,46]	5.35	11.11111111111111	0.698891	26	37	84	6	16.216216216216218	0.5	2	8.333333333333332	33.33333333333333
K01588_downstream.fna.motif.h2_1	K01588_downstream	(0.36,0.4]	(41,46]	0.05	44.44444444444444	0	22	69	82.75	17	24.637681159420293	1.2	0	7.0588235294117645	0
K01588_downstream.fna.motif.h2_3.h2_4	K01588_downstream	(0.36,0.4]	(41,46]	0.04	55.55555555555556	0	34	171	83.93	30	17.543859649122805	2.3	0	7.666666666666666	0
K01588_upstream.fna.motif.h1_1.h1_5	K01588_upstream	(0.4,0.44]	(46,54]	1.67	22.35294117647059	0.550905	27	81	84.95	16	19.753086419753085	0.9	0	5.625	0
K01588_upstream.fna.motif.h1_2	K01588_upstream	(0.4,0.44]	(46,54]	0.11	56.470588235294116	0	22	51	91.39	10	19.607843137254903	0.1	0	1	0
K01588_upstream.fna.motif.h1_3	K01588_upstream	(0.4,0.44]	(46,54]	0.01	78.82352941176471	0	13	39	88.1	8	20.51282051282051	0.1	0	1.25	0
K01588_upstream.fna.motif.h1_4	K01588_upstream	(0.4,0.44]	(46,54]	0.03	67.05882352941177	0	24	51	86.95	9	17.647058823529413	0.3	0	3.3333333333333335	0
K01588_upstream.fna.motif.h2_1	K01588_upstream	(0.4,0.44]	(46,54]	0.03	67.05882352941177	0	25	69	89.98	19	27.536231884057973	0.1	0	0.5263157894736842	0
K01588_upstream.fna.motif.h2_4	K01588_upstream	(0.4,0.44]	(46,54]	0.93	30.58823529411765	0	28	78	85.37	15	19.230769230769234	1	0	6.666666666666667	0
K01589_downstream.fna.motif.h1_1.h2_4.h1_5.h2_5.h2_1.h1_3	K01589_downstream	(0.4,0.44]	(46,54]	547.35	1.1764705882352942	9.50201	114	197	57.54	45	22.84263959390863	22.8	23	50.66666666666667	51.11111111111111
K01589_downstream.fna.motif.h1_2	K01589_downstream	(0.4,0.44]	(46,54]	3.58	11.764705882352942	3.18965e-13	42	32	80.38	10	31.25	0.8	0	8	0
K01589_downstream.fna.motif.h1_4	K01589_downstream	(0.4,0.44]	(46,54]	61.26	1.1764705882352942	4.88108	23	41	76.41	16	39.02439024390244	1.2	4	7.5	25
K01589_downstream.fna.motif.h2_3	K01589_downstream	(0.4,0.44]	(46,54]	37.67	1.1764705882352942	4.92956	24	83	83.73	28	33.734939759036145	1.4	2	5	7.142857142857142
K01589_upstream.fna.motif.h1_2	K01589_upstream	(0.36,0.4]	(41,46]	0.02	55.55555555555556	0	12	40	85.3	13	32.5	0.2	0	1.5384615384615385	0
K01589_upstream.fna.motif.h1_4.h2_1.h1_3	K01589_upstream	(0.36,0.4]	(41,46]	5.5	11.11111111111111	1.39835	20	94	85.6	17	18.085106382978726	0.8	1	4.705882352941177	5.88235294117647
K01589_upstream.fna.motif.h2_3.h2_4.h2_2	K01589_upstream	(0.36,0.4]	(41,46]	1.99	11.11111111111111	0	30	166	80.11	28	16.867469879518072	3.2	0	11.428571428571429	0
K01595_downstream.fna.motif.h1_1	K01595_downstream	(0.44,0.48]	(46,54]	0.02	83.78378378378378	0	36	48	82.55	9	18.75	0	0	0	0
K01595_downstream.fna.motif.h1_2	K01595_downstream	(0.44,0.48]	(46,54]	30.8	2.7027027027027026	4.94408	10	31	63.65	12	38.70967741935484	0.7	4	5.833333333333333	33.33333333333333
K01599_upstream.fna.motif.h1_2	K01599_upstream	(0.4,0.44]	(54,63]	0.03	90	0.00870512	29	40	81.75	10	25	1	0	10	0
K01601_downstream.fna.motif.h1_1	K01601_downstream	(0.36,0.4]	(54,63]	75.48	10	3.04432	32	64	71.55	16	25	1.9	1	11.875	6.25
K01601_downstream.fna.motif.h1_2	K01601_downstream	(0.36,0.4]	(54,63]	110.29	10	1.43328	70	51	53.92	16	31.372549019607842	7.9	14	49.375	87.5
K01601_downstream.fna.motif.h1_4	K01601_downstream	(0.36,0.4]	(54,63]	34.17	10	6.55226e-8	68	60	49.52	24	40	12.7	18	52.916666666666664	75
K01601_upstream.fna.motif.h1_1	K01601_upstream	(0.36,0.4]	(41,46]	3.29	11.11111111111111	0.964084	22	40	83.05	8	20	0.4	2	5	25
K01601_upstream.fna.motif.h1_4	K01601_upstream	(0.36,0.4]	(41,46]	0.02	55.55555555555556	0	26	36	78.73	8	22.22222222222222	0.2	2	2.5	25
K01601_upstream.fna.motif.h2_1	K01601_upstream	(0.36,0.4]	(41,46]	6.29	11.11111111111111	0	8	65	63.23	10	15.384615384615385	0	0	0	0
K01602_downstream.fna.motif.h1_1	K01602_downstream	(0.4,0.44]	(46,54]	38.46	1.1764705882352942	5.06632	69	33	55.81	12	36.36363636363637	5.6	12	46.666666666666664	100
K01602_downstream.fna.motif.h1_2	K01602_downstream	(0.4,0.44]	(46,54]	142.8	1.1764705882352942	4.76274	60	30	65.76	11	36.666666666666664	3.9	9	35.45454545454545	81.81818181818183
K01602_downstream.fna.motif.h1_4.h2_2.h2_1	K01602_downstream	(0.4,0.44]	(46,54]	169.38	1.1764705882352942	7.46797	96	86	47.3	16	18.6046511627907	9	12	56.25	75
K01602_downstream.fna.motif.h1_5	K01602_downstream	(0.4,0.44]	(46,54]	196.49	1.1764705882352942	4.57831	94	40	53.11	11	27.500000000000004	5.7	10	51.81818181818182	90.9090909090909
K01619_upstream.fna.motif.h1_1	K01619_upstream	(0.4,0.44]	(46,54]	0.1	56.470588235294116	0	32	33	72.09	9	27.27272727272727	0.9	1	10	11.11111111111111
K01619_upstream.fna.motif.h1_3	K01619_upstream	(0.4,0.44]	(46,54]	48.45	1.1764705882352942	0	40	44	57.1	9	20.454545454545457	3.2	4	35.55555555555556	44.44444444444444
K01619_upstream.fna.motif.h1_4	K01619_upstream	(0.4,0.44]	(46,54]	11.88	3.5294117647058822	0	38	33	71.65	8	24.242424242424242	1.2	0	15	0
K01621_downstream.fna.motif.h1_1	K01621_downstream	(0.4,0.44]	(35,41]	47.13	6.25	4.44743	10	34	77	13	38.23529411764706	0.4	3	3.076923076923077	23.076923076923077
K01624_downstream.fna.motif.h1_1	K01624_downstream	(0.4,0.44]	(35,41]	62.68	6.25	5.52011	35	34	67.2	14	41.17647058823529	3	9	21.428571428571427	64.28571428571429
K01624_downstream.fna.motif.h1_4	K01624_downstream	(0.4,0.44]	(35,41]	0.11	56.25	5.39059	141	48	53.77	12	25	8.2	10	68.33333333333333	83.33333333333334
K01624_downstream.fna.motif.h1_5.h2_5.h2_4	K01624_downstream	(0.4,0.44]	(35,41]	0.02	75	1.91289	27	134	80.01	21	15.671641791044777	1.8	1	8.571428571428571	4.761904761904762
K01624_downstream.fna.motif.h2_1	K01624_downstream	(0.4,0.44]	(35,41]	72.03	6.25	3.9258	132	69	48.38	15	21.73913043478261	11.2	11	74.66666666666666	73.33333333333333
K01624_downstream.fna.motif.h2_3	K01624_downstream	(0.4,0.44]	(35,41]	0.01	75	9.01952e-5	22	61	79.99	14	22.950819672131146	0.7	0	5	0
K01624_upstream.fna.motif.h1_2	K01624_upstream	(0.36,0.4]	(54,63]	14.53	10	0	16	35	84.25	5	14.285714285714285	0	0	0	0
K01624_upstream.fna.motif.h1_4	K01624_upstream	(0.36,0.4]	(54,63]	0.38	60	0	27	34	82.34	5	14.705882352941178	0	0	0	0
K01626_downstream.fna.motif.h1_2	K01626_downstream	(0.36,0.4]	(46,54]	18.73	2.7777777777777777	0	23	37	84.46	4	10.81081081081081	0	0	0	0
K01626_downstream.fna.motif.h1_4	K01626_downstream	(0.36,0.4]	(46,54]	0.02	77.77777777777777	0	18	38	84	10	26.31578947368421	0	0	0	0
K01626_downstream.fna.motif.h2_2.h2_3	K01626_downstream	(0.36,0.4]	(46,54]	0.22	33.33333333333333	0	52	148	64.98	39	26.351351351351347	12.4	0	31.7948717948718	0
K01626_downstream.fna.motif.h2_5	K01626_downstream	(0.36,0.4]	(46,54]	6.6	11.11111111111111	0.0327288	37	99	77.41	23	23.232323232323232	3.1	0	13.478260869565217	0
K01626_upstream.fna.motif.h1_2	K01626_upstream	(0.4,0.44]	(41,46]	0.01	78.87323943661973	0	12	44	91.6	9	20.454545454545457	0	0	0	0
K01626_upstream.fna.motif.h1_3	K01626_upstream	(0.4,0.44]	(41,46]	0.03	67.60563380281691	0	17	31	87.98	8	25.806451612903224	0.2	0	2.5	0
K01626_upstream.fna.motif.h1_5.h2_4	K01626_upstream	(0.4,0.44]	(41,46]	10.06	2.8169014084507045	0	60	122	58.84	8	6.557377049180328	1.8	0	22.5	0
K01626_upstream.fna.motif.h2_1.h2_3	K01626_upstream	(0.4,0.44]	(41,46]	26.55	1.4084507042253522	0.0021542	28	127	86.97	29	22.83464566929134	0.7	0	2.413793103448276	0
K01626_upstream.fna.motif.h2_2	K01626_upstream	(0.4,0.44]	(41,46]	10.21	2.8169014084507045	6.60031e-13	50	41	76.63	8	19.51219512195122	1.2	0	15	0
K01647_downstream.fna.motif.h1_1	K01647_downstream	(0.4,0.44]	(46,54]	0.01	78.82352941176471	0	12	41	90.47	9	21.951219512195124	0	1	0	11.11111111111111
K01647_downstream.fna.motif.h1_2	K01647_downstream	(0.4,0.44]	(46,54]	20.56	1.1764705882352942	7.74587e-7	38	43	74.09	10	23.25581395348837	2.4	3	24	30
K01647_downstream.fna.motif.h1_3	K01647_downstream	(0.4,0.44]	(46,54]	0.04	67.05882352941177	0.614516	22	31	65.27	4	12.903225806451612	0.3	0	7.5	0
K01649_downstream.fna.motif.h1_1	K01649_downstream	(0.4,0.44]	(41,46]	98.64	1.4084507042253522	0.995534	13	33	63.94	13	39.39393939393939	1.1	3	8.461538461538462	23.076923076923077
K01649_upstream.fna.motif.h1_1	K01649_upstream	(0.4,0.44]	(46,54]	21.7	1.1764705882352942	0	12	42	83.37	14	33.33333333333333	0.1	0	0.7142857142857143	0
K01649_upstream.fna.motif.h1_3	K01649_upstream	(0.4,0.44]	(46,54]	45.71	1.1764705882352942	0	13	46	80.52	13	28.26086956521739	0	0	0	0
K01649_upstream.fna.motif.h2_2	K01649_upstream	(0.4,0.44]	(46,54]	67.2	1.1764705882352942	0.263707	17	92	61.37	16	17.391304347826086	0.8	1	5	6.25
K01652_downstream.fna.motif.h1_3	K01652_downstream	(0.4,0.44]	(41,46]	27.48	1.4084507042253522	4.4879e-13	31	51	48.84	19	37.254901960784316	6.4	5	33.68421052631579	26.31578947368421
K01652_upstream.fna.motif.h1_1	K01652_upstream	(0.36,0.4]	(46,54]	60.39	2.7777777777777777	0	101	32	55.12	10	31.25	6.6	5	65.99999999999999	50
K01652_upstream.fna.motif.h1_2	K01652_upstream	(0.36,0.4]	(46,54]	98.68	2.7777777777777777	1.09056	24	44	52.28	16	36.36363636363637	4.4	4	27.500000000000004	25
K01661_downstream.fna.motif.h1_1	K01661_downstream	(0.4,0.44]	(46,54]	52.46	1.1764705882352942	2.80569	35	36	75.41	13	36.11111111111111	1.2	3	9.23076923076923	23.076923076923077
K01661_downstream.fna.motif.h1_5	K01661_downstream	(0.4,0.44]	(46,54]	44.1	1.1764705882352942	0.995538	37	45	66.72	15	33.33333333333333	3.1	3	20.666666666666668	20
K01661_downstream.fna.motif.h2_2	K01661_downstream	(0.4,0.44]	(46,54]	36.22	1.1764705882352942	0.997256	42	79	53.69	14	17.72151898734177	3.9	3	27.857142857142858	21.428571428571427
K01662_downstream.fna.motif.h2_2.h2_3.h2_1.h2_4	K01662_downstream	(0.4,0.44]	(41,46]	16.07	1.4084507042253522	0	41	178	71.1	27	15.168539325842698	4.9	0	18.14814814814815	0
K01662_downstream.fna.motif.h2_5	K01662_downstream	(0.4,0.44]	(41,46]	0.65	39.43661971830986	0	21	60	85.08	14	23.333333333333332	0.5	0	3.571428571428571	0
K01662_upstream.fna.motif.h1_1	K01662_upstream	(0.4,0.44]	(41,46]	1.45	33.802816901408455	0	18	31	84.2	8	25.806451612903224	0	0	0	0
K01662_upstream.fna.motif.h1_2	K01662_upstream	(0.4,0.44]	(41,46]	0.01	78.87323943661973	0	18	32	84.91	9	28.125	0	0	0	0
K01662_upstream.fna.motif.h2_1	K01662_upstream	(0.4,0.44]	(41,46]	0.01	78.87323943661973	7.34789e-5	52	50	65.79	4	8	1.8	0	45	0
K01662_upstream.fna.motif.h2_2	K01662_upstream	(0.4,0.44]	(41,46]	0.02	69.01408450704226	0	55	47	64.65	6	12.76595744680851	1.2	0	20	0
K01662_upstream.fna.motif.h2_3	K01662_upstream	(0.4,0.44]	(41,46]	0.76	39.43661971830986	0.0151029	16	70	92.49	17	24.285714285714285	0	0	0	0
K01669_upstream.fna.motif.h1_1	K01669_upstream	(0.4,0.44]	(41,46]	26.17	1.4084507042253522	0	32	37	68.59	13	35.13513513513514	2.3	1	17.69230769230769	7.6923076923076925
K01682_downstream.fna.motif.h1_1	K01682_downstream	(0.4,0.44]	(46,54]	39.37	1.1764705882352942	3.13	46	31	72.44	9	29.03225806451613	1.1	3	12.222222222222223	33.33333333333333
K01682_downstream.fna.motif.h1_3	K01682_downstream	(0.4,0.44]	(46,54]	63.62	1.1764705882352942	4.90107	53	30	66.54	9	30	1.9	2	21.11111111111111	22.22222222222222
K01682_downstream.fna.motif.h1_4	K01682_downstream	(0.4,0.44]	(46,54]	81.99	1.1764705882352942	5.16731	56	32	61.61	8	25	1.5	2	18.75	25
K01682_downstream.fna.motif.h1_5	K01682_downstream	(0.4,0.44]	(46,54]	31.61	1.1764705882352942	3.53446	45	28	72.44	7	25	0.5	2	7.142857142857142	28.57142857142857
K01682_upstream.fna.motif.h1_1.h2_1	K01682_upstream	(0.36,0.4]	(41,46]	0.05	44.44444444444444	0	24	50	86.29	13	26	0.3	0	2.3076923076923075	0
K01682_upstream.fna.motif.h1_2	K01682_upstream	(0.36,0.4]	(41,46]	16.87	11.11111111111111	0	45	39	75.62	9	23.076923076923077	1.4	0	15.555555555555555	0
K01682_upstream.fna.motif.h1_3	K01682_upstream	(0.36,0.4]	(41,46]	1.05	22.22222222222222	0	10	45	88.98	6	13.333333333333334	0	0	0	0
K01682_upstream.fna.motif.h1_4	K01682_upstream	(0.36,0.4]	(41,46]	1.09	11.11111111111111	0	40	34	76.72	4	11.76470588235294	0.4	0	10	0
K01682_upstream.fna.motif.h2_2.h2_3.h2_4	K01682_upstream	(0.36,0.4]	(41,46]	20.17	11.11111111111111	0	61	243	60.74	31	12.757201646090536	10.1	2	32.58064516129032	6.451612903225806
K01682_upstream.fna.motif.h2_5	K01682_upstream	(0.36,0.4]	(41,46]	0.01	55.55555555555556	0	49	56	75.49	6	10.714285714285714	0.8	0	13.333333333333334	0
K01687_downstream.fna.motif.h1_3.h2_5	K01687_downstream	(0.4,0.44]	(41,46]	14.9	1.4084507042253522	0.103231	24	85	82.75	18	21.176470588235293	1.1	0	6.111111111111112	0
K01687_downstream.fna.motif.h1_4.h2_2.h2_3	K01687_downstream	(0.4,0.44]	(41,46]	20.69	1.4084507042253522	0	58	222	59.41	32	14.414414414414415	9	0	28.125	0
