motif	category	tax.bio	kingdom	phylum	class	order	family	genus	species
K02704_upstream.fna.motif.h2_2	High covariation	74545.SAMN02769556	2 Bacteria	1117 Cyanobacteria	NA	1890424 Synechococcales	1213 Prochloraceae	1218 Prochlorococcus	1219 Prochlorococcus marinus
K02704_upstream.fna.motif.h2_2	High covariation	1471522.SAMN02671393	2 Bacteria	1117 Cyanobacteria	NA	1890424 Synechococcales	1213 Prochloraceae	1218 Prochlorococcus	1471522 Prochlorococcus sp. scB245a_520K10
K02704_upstream.fna.motif.h2_2	High covariation	1471508.SAMN02671379	2 Bacteria	1117 Cyanobacteria	NA	1890424 Synechococcales	1213 Prochloraceae	1218 Prochlorococcus	1471508 Prochlorococcus sp. scB245a_518O7
K02704_upstream.fna.motif.h2_2	High covariation	1471493.SAMN02671364	2 Bacteria	1117 Cyanobacteria	NA	1890424 Synechococcales	1213 Prochloraceae	1218 Prochlorococcus	1471493 Prochlorococcus sp. scB243_498I20
K02704_upstream.fna.motif.h2_2	High covariation	1219.SAMEA3368575	2 Bacteria	1117 Cyanobacteria	NA	1890424 Synechococcales	1213 Prochloraceae	1218 Prochlorococcus	1219 Prochlorococcus marinus
K02704_upstream.fna.motif.h2_2	High covariation	146891.SAMN02603921	2 Bacteria	1117 Cyanobacteria	NA	1890424 Synechococcales	1213 Prochloraceae	1218 Prochlorococcus	1219 Prochlorococcus marinus
K02704_upstream.fna.motif.h2_2	High covariation	1924286.SAMN06061932	2 Bacteria	1117 Cyanobacteria	NA	1890424 Synechococcales	1213 Prochloraceae	1218 Prochlorococcus	1924286 Prochlorococcus sp. RS01
K02704_upstream.fna.motif.h2_2	High covariation	59926.SAMN02769562	2 Bacteria	1117 Cyanobacteria	NA	1890424 Synechococcales	1213 Prochloraceae	1218 Prochlorococcus	1219 Prochlorococcus marinus
K02704_upstream.fna.motif.h2_2	High covariation	1471501.SAMN02671372	2 Bacteria	1117 Cyanobacteria	NA	1890424 Synechococcales	1213 Prochloraceae	1218 Prochlorococcus	1471501 Prochlorococcus sp. scB245a_518A17
K02704_upstream.fna.motif.h2_2	High covariation	1219.SAMEA3368576	2 Bacteria	1117 Cyanobacteria	NA	1890424 Synechococcales	1213 Prochloraceae	1218 Prochlorococcus	1219 Prochlorococcus marinus
K02704_upstream.fna.motif.h2_2	High covariation	74546.SAMN02598321	2 Bacteria	1117 Cyanobacteria	NA	1890424 Synechococcales	1213 Prochloraceae	1218 Prochlorococcus	1219 Prochlorococcus marinus
K02704_upstream.fna.motif.h2_2	High covariation	59921.SAMN02769552	2 Bacteria	1117 Cyanobacteria	NA	1890424 Synechococcales	1213 Prochloraceae	1218 Prochlorococcus	1219 Prochlorococcus marinus
K02704_upstream.fna.motif.h2_2	High covariation	1499502.SAMN02769573	2 Bacteria	1117 Cyanobacteria	NA	1890424 Synechococcales	1213 Prochloraceae	1218 Prochlorococcus	1499502 Prochlorococcus sp. MIT 0701
K02704_upstream.fna.motif.h2_2	High covariation	59922.SAMN02603917	2 Bacteria	1117 Cyanobacteria	NA	1890424 Synechococcales	1213 Prochloraceae	1218 Prochlorococcus	1219 Prochlorococcus marinus
K02704_upstream.fna.motif.h2_2	High covariation	32051.SAMEA3138264	2 Bacteria	1117 Cyanobacteria	NA	1890424 Synechococcales	1890426 Synechococcaceae	1129 Synechococcus	32051 Synechococcus sp. WH 7803
K02704_upstream.fna.motif.h2_2	High covariation	59931.SAMN02436160	2 Bacteria	1117 Cyanobacteria	NA	1890424 Synechococcales	1890426 Synechococcaceae	1129 Synechococcus	59931 Synechococcus sp. WH 7805
K02704_upstream.fna.motif.h2_2	High covariation	1801630.SAMN04490776	2 Bacteria	1117 Cyanobacteria	NA	1890424 Synechococcales	1890426 Synechococcaceae	1129 Synechococcus	1801630 Synechococcus sp. MIT S9509
K02704_upstream.fna.motif.h2_2	High covariation	1801629.SAMN04490775	2 Bacteria	1117 Cyanobacteria	NA	1890424 Synechococcales	1890426 Synechococcaceae	1129 Synechococcus	1801629 Synechococcus sp. MIT S9508
K02704_upstream.fna.motif.h2_2	High covariation	110662.SAMN02598311	2 Bacteria	1117 Cyanobacteria	NA	1890424 Synechococcales	1890426 Synechococcaceae	1129 Synechococcus	110662 Synechococcus sp. CC9605
K02704_upstream.fna.motif.h2_2	High covariation	166314.SAMN02436260	2 Bacteria	1117 Cyanobacteria	NA	1890424 Synechococcales	1890426 Synechococcaceae	1129 Synechococcus	166314 Synechococcus sp. WH 8109
K02704_upstream.fna.motif.h2_2	High covariation	585423.SAMN02202184	2 Bacteria	1117 Cyanobacteria	NA	1890424 Synechococcales	1890426 Synechococcaceae	1129 Synechococcus	585423 Synechococcus sp. KORDI-49
K02704_upstream.fna.motif.h2_2	High covariation	84588.SAMEA3138327	2 Bacteria	1117 Cyanobacteria	NA	1890424 Synechococcales	1890426 Synechococcaceae	1129 Synechococcus	84588 Synechococcus sp. WH 8102
K02704_upstream.fna.motif.h2_2	High covariation	585425.SAMN02202185	2 Bacteria	1117 Cyanobacteria	NA	1890424 Synechococcales	1890426 Synechococcaceae	1129 Synechococcus	585425 Synechococcus sp. KORDI-52
K02704_upstream.fna.motif.h2_2	High covariation	1280380.SAMN02202183	2 Bacteria	1117 Cyanobacteria	NA	1890424 Synechococcales	1890426 Synechococcaceae	1129 Synechococcus	1280380 Synechococcus sp. KORDI-100
K02704_upstream.fna.motif.h2_2	High covariation	110663.SAMN02597268	2 Bacteria	1117 Cyanobacteria	NA	1890424 Synechococcales	1890426 Synechococcaceae	1129 Synechococcus	110663 Synechococcus sp. CC9616
K02704_upstream.fna.motif.h2_2	High covariation	313625.SAMN02436154	2 Bacteria	1117 Cyanobacteria	NA	1890424 Synechococcales	1890426 Synechococcaceae	1129 Synechococcus	313625 Synechococcus sp. BL107
K02704_upstream.fna.motif.h2_2	High covariation	316279.SAMN02598312	2 Bacteria	1117 Cyanobacteria	NA	1890424 Synechococcales	1890426 Synechococcaceae	1129 Synechococcus	316279 Synechococcus sp. CC9902
K02704_upstream.fna.motif.h2_2	High covariation	64471.SAMN02604031	2 Bacteria	1117 Cyanobacteria	NA	1890424 Synechococcales	1890426 Synechococcaceae	1129 Synechococcus	64471 Synechococcus sp. CC9311
K02704_upstream.fna.motif.h2_2	High covariation	32052.SAMN03436066	2 Bacteria	1117 Cyanobacteria	NA	1890424 Synechococcales	1890426 Synechococcaceae	1129 Synechococcus	32052 Synechococcus sp. WH 8020
K02704_upstream.fna.motif.h2_2	High covariation	221360.SAMN02436139	2 Bacteria	1117 Cyanobacteria	NA	1890424 Synechococcales	1890426 Synechococcaceae	1129 Synechococcus	221360 Synechococcus sp. RS9917
K02705_upstream.fna.motif.h1_5	High power (low covariation)	32057.SAMN02261256	2 Bacteria	1117 Cyanobacteria	NA	1161 Nostocales	1185 Rivulariaceae	1186 Calothrix	32057 Calothrix sp. PCC 7103
K02705_upstream.fna.motif.h1_5	High power (low covariation)	111781.SAMN02232033	2 Bacteria	1117 Cyanobacteria	NA	1890424 Synechococcales	1890438 Leptolyngbyaceae	47251 Leptolyngbya	111781 Leptolyngbya sp. PCC 7376
K02705_upstream.fna.motif.h1_5	High power (low covariation)	1173264.SAMN02261357	2 Bacteria	1117 Cyanobacteria	NA	1890424 Synechococcales	1890438 Leptolyngbyaceae	47251 Leptolyngbya	1173264 Leptolyngbya sp. PCC 6406
K02705_upstream.fna.motif.h1_5	High power (low covariation)	203124.SAMN02598485	2 Bacteria	1117 Cyanobacteria	NA	1150 Oscillatoriales	1892252 Microcoleaceae	1205 Trichodesmium	1206 Trichodesmium erythraeum
K02705_upstream.fna.motif.h1_5	High power (low covariation)	1487953.SAMN02743038	2 Bacteria	1117 Cyanobacteria	NA	NA	NA	NA	1487953 [Leptolyngbya] sp. JSC-1
K02705_upstream.fna.motif.h1_5	High power (low covariation)	1173028.SAMN02261253	2 Bacteria	1117 Cyanobacteria	NA	1150 Oscillatoriales	1892254 Oscillatoriaceae	1158 Oscillatoria	1173028 Oscillatoria sp. PCC 10802
K02705_upstream.fna.motif.h1_5	High power (low covariation)	179408.SAMN02261335	2 Bacteria	1117 Cyanobacteria	NA	1150 Oscillatoriales	1892254 Oscillatoriaceae	1158 Oscillatoria	482564 Oscillatoria nigro-viridis
K02705_upstream.fna.motif.h1_5	High power (low covariation)	756067.SAMN00713620	2 Bacteria	1117 Cyanobacteria	NA	1150 Oscillatoriales	1892252 Microcoleaceae	44471 Microcoleus	119532 Microcoleus vaginatus
K02705_upstream.fna.motif.h1_5	High power (low covariation)	56110.SAMN02261334	2 Bacteria	1117 Cyanobacteria	NA	1150 Oscillatoriales	1892254 Oscillatoriaceae	1158 Oscillatoria	118323 Oscillatoria acuminata
K02705_upstream.fna.motif.h1_5	High power (low covariation)	111611.SAMN04267304	2 Bacteria	1117 Cyanobacteria	NA	1150 Oscillatoriales	1892251 Coleofasciculaceae	63132 Geitlerinema	111611 Geitlerinema sp. PCC 9228
K02705_upstream.fna.motif.h1_5	High power (low covariation)	321332.SAMN02604049	2 Bacteria	1117 Cyanobacteria	NA	1890424 Synechococcales	1890426 Synechococcaceae	1129 Synechococcus	321332 Synechococcus sp. JA-2-3B'a(2-13)
K02705_upstream.fna.motif.h1_5	High power (low covariation)	1385935.SAMN02469314	2 Bacteria	1117 Cyanobacteria	NA	1890424 Synechococcales	1890438 Leptolyngbyaceae	47251 Leptolyngbya	1385935 Leptolyngbya sp. Heron Island J
K02705_upstream.fna.motif.h1_5	High power (low covariation)	402777.SAMN02261340	2 Bacteria	1117 Cyanobacteria	NA	1150 Oscillatoriales	1892252 Microcoleaceae	1501433 Kamptonema	331992 Kamptonema formosum
K02705_upstream.fna.motif.h1_5	High power (low covariation)	52271.SAMN04536551	2 Bacteria	1117 Cyanobacteria	NA	1161 Nostocales	1162 Nostocaceae	1163 Anabaena	52271 Anabaena sp. CA = ATCC 33047
K02705_upstream.fna.motif.h1_5	High power (low covariation)	1853259.SAMN05208169	2 Bacteria	1117 Cyanobacteria	NA	1161 Nostocales	1162 Nostocaceae	264688 Trichormus	1853259 Trichormus sp. NMC-1
K02705_upstream.fna.motif.h1_5	High power (low covariation)	28072.SAMN02261333	2 Bacteria	1117 Cyanobacteria	NA	1161 Nostocales	1162 Nostocaceae	1177 Nostoc	28072 Nostoc sp. PCC 7524
K02705_upstream.fna.motif.h1_5	High power (low covariation)	272123.SAMN02232008	2 Bacteria	1117 Cyanobacteria	NA	1161 Nostocales	1162 Nostocaceae	1163 Anabaena	1165 Anabaena cylindrica
K02705_upstream.fna.motif.h1_5	High power (low covariation)	99598.SAMN02261328	2 Bacteria	1117 Cyanobacteria	NA	1161 Nostocales	1185 Rivulariaceae	1186 Calothrix	99598 Calothrix sp. PCC 7507
K02705_upstream.fna.motif.h1_5	High power (low covariation)	313624.SAMN01915661	2 Bacteria	1117 Cyanobacteria	NA	1161 Nostocales	1892259 Aphanizomenonaceae	159191 Nodularia	70799 Nodularia spumigena
K02705_upstream.fna.motif.h1_5	High power (low covariation)	643473.SAMN02261254	2 Bacteria	1117 Cyanobacteria	NA	1161 Nostocales	1892264 Fortieaceae	1049006 Fortiea	1892405 Fortiea contorta
K02705_upstream.fna.motif.h1_5	High power (low covariation)	102127.SAMN02261249	2 Bacteria	1117 Cyanobacteria	NA	1150 Oscillatoriales	1892251 Coleofasciculaceae	63132 Geitlerinema	102127 Geitlerinema sp. PCC 7105
K02705_upstream.fna.motif.h1_5	High power (low covariation)	13035.SAMN02261331	2 Bacteria	1117 Cyanobacteria	NA	1890424 Synechococcales	1890426 Synechococcaceae	13034 Dactylococcopsis	292566 Dactylococcopsis salina
K02705_upstream.fna.motif.h1_5	High power (low covariation)	65093.SAMN02232029	2 Bacteria	1117 Cyanobacteria	NA	1118 Chroococcales	1890450 Aphanothecaceae	76023 Halothece	65093 Halothece sp. PCC 7418
K02705_upstream.fna.motif.h1_5	High power (low covariation)	102125.SAMN02261354	2 Bacteria	1117 Cyanobacteria	NA	52604 Pleurocapsales	1890499 Xenococcaceae	52607 Xenococcus	102125 Xenococcus sp. PCC 7305
K02705_upstream.fna.motif.h1_5	High power (low covariation)	118161.SAMN02261343	2 Bacteria	1117 Cyanobacteria	NA	52604 Pleurocapsales	1890500 Hyellaceae	44474 Pleurocapsa	118161 Pleurocapsa sp. PCC 7319
K02705_upstream.fna.motif.h1_5	High power (low covariation)	118163.SAMN02261346	2 Bacteria	1117 Cyanobacteria	NA	52604 Pleurocapsales	1890500 Hyellaceae	44474 Pleurocapsa	54308 Pleurocapsa minor
K02705_upstream.fna.motif.h1_5	High power (low covariation)	1921803.SAMN05890686	2 Bacteria	1117 Cyanobacteria	NA	52604 Pleurocapsales	1890497 Hydrococcaceae	1616833 Hydrococcus	1616834 Hydrococcus rivularis
K02705_upstream.fna.motif.h1_5	High power (low covariation)	118173.SAMN02261339	2 Bacteria	1117 Cyanobacteria	NA	1890424 Synechococcales	1890436 Pseudanabaenaceae	1152 Pseudanabaena	118173 Pseudanabaena sp. PCC 6802
K02705_upstream.fna.motif.h1_5	High power (low covariation)	1458985.SAMN05826283	2 Bacteria	1117 Cyanobacteria	NA	1150 Oscillatoriales	1892254 Oscillatoriaceae	1155738 Moorea	1155739 Moorea producens
K02705_upstream.fna.motif.h1_5	High power (low covariation)	1233231.SAMN03274355	2 Bacteria	1117 Cyanobacteria	NA	1161 Nostocales	1182 Scytonemataceae	1203 Scytonema	1233230 Scytonema tolypothrichoides
K02705_upstream.fna.motif.h1_5	High power (low covariation)	128403.SAMN02469880	2 Bacteria	1117 Cyanobacteria	NA	1161 Nostocales	1182 Scytonemataceae	1203 Scytonema	34078 Scytonema hofmannii
K02705_upstream.fna.motif.h1_5	High power (low covariation)	1173021.SAMN02261344	2 Bacteria	1117 Cyanobacteria	NA	NA	NA	NA	1173021 cyanobacterium PCC 7702
K02705_upstream.fna.motif.h1_5	High power (low covariation)	1752063.SAMD00042785	2 Bacteria	1117 Cyanobacteria	NA	1161 Nostocales	1892263 Hapalosiphonaceae	1190 Fischerella	1752063 Fischerella sp. NIES-3754
K02705_upstream.fna.motif.h1_5	High power (low covariation)	306281.SAMN02469884	2 Bacteria	1117 Cyanobacteria	NA	1161 Nostocales	1892263 Hapalosiphonaceae	1190 Fischerella	92938 Fischerella muscicola
K02705_upstream.fna.motif.h1_5	High power (low covariation)	211165.SAMN02469883	2 Bacteria	1117 Cyanobacteria	NA	1161 Nostocales	1892261 Chlorogloeopsidaceae	1123 Chlorogloeopsis	1124 Chlorogloeopsis fritschii
K02705_upstream.fna.motif.h1_5	High power (low covariation)	251229.SAMN02261359	2 Bacteria	1117 Cyanobacteria	NA	1890505 Chroococcidiopsidales	1890528 Chroococcidiopsidaceae	54298 Chroococcidiopsis	54299 Chroococcidiopsis thermalis
K02705_upstream.fna.motif.h1_5	High power (low covariation)	1173026.SAMN02261347	2 Bacteria	1117 Cyanobacteria	NA	1118 Chroococcales	1890464 Chroococcaceae	102231 Gloeocapsa	1173026 Gloeocapsa sp. PCC 7428
K02705_upstream.fna.motif.h1_5	High power (low covariation)	247279.SAMN05890687	2 Bacteria	1117 Cyanobacteria	NA	1118 Chroococcales	1890464 Chroococcaceae	329162 Chroogloeocystis	329163 Chroogloeocystis siderophila
K02705_upstream.fna.motif.h1_5	High power (low covariation)	1781255.SAMN05788062	2 Bacteria	1117 Cyanobacteria	NA	1150 Oscillatoriales	1969992 Desertifilaceae	1185872 Desertifilum	1781255 Desertifilum sp. IPPAS B-1220
K02707_upstream.fna.motif.h1_1	Conserved sequence (low covariation and power)	373994.SAMN02232049	2 Bacteria	1117 Cyanobacteria	NA	1161 Nostocales	1185 Rivulariaceae	373984 Rivularia	373994 Rivularia sp. PCC 7116
K02707_upstream.fna.motif.h1_1	Conserved sequence (low covariation and power)	1562720.SAMN04633587	2 Bacteria	1117 Cyanobacteria	NA	1118 Chroococcales	1890452 Cyanobacteriaceae	102234 Cyanobacterium	1562720 Cyanobacterium sp. IPPAS B-1200
K02707_upstream.fna.motif.h1_1	Conserved sequence (low covariation and power)	292563.SAMN02232010	2 Bacteria	1117 Cyanobacteria	NA	1118 Chroococcales	1890452 Cyanobacteriaceae	102234 Cyanobacterium	102235 Cyanobacterium stanieri
K02707_upstream.fna.motif.h1_1	Conserved sequence (low covariation and power)	1165094.SAMEA2272692	2 Bacteria	1117 Cyanobacteria	NA	1161 Nostocales	1162 Nostocaceae	98443 Richelia	1164990 Richelia intracellularis
K02707_upstream.fna.motif.h1_1	Conserved sequence (low covariation and power)	1469607.SAMN00203911	2 Bacteria	1117 Cyanobacteria	NA	1161 Nostocales	119859 Tolypothrichaceae	111782 Tolypothrix	379535 [Scytonema hofmanni] UTEX B 1581
K02707_upstream.fna.motif.h1_1	Conserved sequence (low covariation and power)	1173021.SAMN02261344	2 Bacteria	1117 Cyanobacteria	NA	NA	NA	NA	1173021 cyanobacterium PCC 7702
K02707_upstream.fna.motif.h1_1	Conserved sequence (low covariation and power)	313624.SAMN01915661	2 Bacteria	1117 Cyanobacteria	NA	1161 Nostocales	1892259 Aphanizomenonaceae	159191 Nodularia	70799 Nodularia spumigena
K02707_upstream.fna.motif.h1_1	Conserved sequence (low covariation and power)	99598.SAMN02261328	2 Bacteria	1117 Cyanobacteria	NA	1161 Nostocales	1185 Rivulariaceae	1186 Calothrix	99598 Calothrix sp. PCC 7507
K02707_upstream.fna.motif.h1_1	Conserved sequence (low covariation and power)	63737.SAMN02598449	2 Bacteria	1117 Cyanobacteria	NA	1161 Nostocales	1162 Nostocaceae	1177 Nostoc	272131 Nostoc punctiforme
K02707_upstream.fna.motif.h1_1	Conserved sequence (low covariation and power)	56107.SAMN02261342	2 Bacteria	1117 Cyanobacteria	NA	1161 Nostocales	1162 Nostocaceae	56106 Cylindrospermum	142864 Cylindrospermum stagnale
K02707_upstream.fna.motif.h1_1	Conserved sequence (low covariation and power)	272123.SAMN02232008	2 Bacteria	1117 Cyanobacteria	NA	1161 Nostocales	1162 Nostocaceae	1163 Anabaena	1165 Anabaena cylindrica
K02707_upstream.fna.motif.h1_1	Conserved sequence (low covariation and power)	1647413.SAMN03568000	2 Bacteria	1117 Cyanobacteria	NA	1161 Nostocales	1162 Nostocaceae	1163 Anabaena	1647413 Anabaena sp. WA102
K02707_upstream.fna.motif.h1_1	Conserved sequence (low covariation and power)	163908.SAMN02261341	2 Bacteria	1117 Cyanobacteria	NA	1161 Nostocales	1162 Nostocaceae	1163 Anabaena	163908 Anabaena sp. PCC 7108
K02707_upstream.fna.motif.h1_1	Conserved sequence (low covariation and power)	1853259.SAMN05208169	2 Bacteria	1117 Cyanobacteria	NA	1161 Nostocales	1162 Nostocaceae	264688 Trichormus	1853259 Trichormus sp. NMC-1
K02707_upstream.fna.motif.h1_1	Conserved sequence (low covariation and power)	1170562.SAMN02261327	2 Bacteria	1117 Cyanobacteria	NA	1161 Nostocales	1185 Rivulariaceae	1186 Calothrix	32054 Calothrix parietina
K02707_upstream.fna.motif.h1_1	Conserved sequence (low covariation and power)	1188.SAMN03450030	2 Bacteria	1117 Cyanobacteria	NA	1161 Nostocales	119859 Tolypothrichaceae	111782 Tolypothrix	1188 Tolypothrix sp. PCC 7601
K02707_upstream.fna.motif.h1_1	Conserved sequence (low covariation and power)	32057.SAMN02261256	2 Bacteria	1117 Cyanobacteria	NA	1161 Nostocales	1185 Rivulariaceae	1186 Calothrix	32057 Calothrix sp. PCC 7103
K02707_upstream.fna.motif.h1_1	Conserved sequence (low covariation and power)	317936.SAMN02261332	2 Bacteria	1117 Cyanobacteria	NA	1161 Nostocales	1162 Nostocaceae	1177 Nostoc	317936 Nostoc sp. PCC 7107
K02707_upstream.fna.motif.h1_1	Conserved sequence (low covariation and power)	224013.SAMN03796038	2 Bacteria	1117 Cyanobacteria	NA	1161 Nostocales	1162 Nostocaceae	1177 Nostoc	224012 Nostoc piscinale
K02707_upstream.fna.motif.h1_1	Conserved sequence (low covariation and power)	52271.SAMN04536551	2 Bacteria	1117 Cyanobacteria	NA	1161 Nostocales	1162 Nostocaceae	1163 Anabaena	52271 Anabaena sp. CA = ATCC 33047
K02707_upstream.fna.motif.h1_1	Conserved sequence (low covariation and power)	240292.SAMN02598253	2 Bacteria	1117 Cyanobacteria	NA	1161 Nostocales	1162 Nostocaceae	264688 Trichormus	264691 Trichormus variabilis
K02707_upstream.fna.motif.h1_1	Conserved sequence (low covariation and power)	1751286.SAMD00042755	2 Bacteria	1117 Cyanobacteria	NA	1161 Nostocales	1162 Nostocaceae	1177 Nostoc	1751286 Nostoc sp. NIES-3756
K02707_upstream.fna.motif.h1_1	Conserved sequence (low covariation and power)	1479485.SAMN02697214	2 Bacteria	1117 Cyanobacteria	NA	1161 Nostocales	119859 Tolypothrichaceae	111782 Tolypothrix	1246981 Tolypothrix bouteillei
K02707_upstream.fna.motif.h1_1	Conserved sequence (low covariation and power)	128403.SAMN02469880	2 Bacteria	1117 Cyanobacteria	NA	1161 Nostocales	1182 Scytonemataceae	1203 Scytonema	34078 Scytonema hofmannii
K02707_upstream.fna.motif.h1_1	Conserved sequence (low covariation and power)	1233231.SAMN03274355	2 Bacteria	1117 Cyanobacteria	NA	1161 Nostocales	1182 Scytonemataceae	1203 Scytonema	1233230 Scytonema tolypothrichoides
K02707_upstream.fna.motif.h1_1	Conserved sequence (low covariation and power)	211165.SAMN02469883	2 Bacteria	1117 Cyanobacteria	NA	1161 Nostocales	1892261 Chlorogloeopsidaceae	1123 Chlorogloeopsis	1124 Chlorogloeopsis fritschii
K02707_upstream.fna.motif.h1_1	Conserved sequence (low covariation and power)	1173024.SAMN02597161	2 Bacteria	1117 Cyanobacteria	NA	1161 Nostocales	1892263 Hapalosiphonaceae	1190 Fischerella	1173024 Fischerella sp. PCC 9605
K02707_upstream.fna.motif.h1_1	Conserved sequence (low covariation and power)	1752063.SAMD00042785	2 Bacteria	1117 Cyanobacteria	NA	1161 Nostocales	1892263 Hapalosiphonaceae	1190 Fischerella	1752063 Fischerella sp. NIES-3754
K02716_upstream.fna.motif.h1_3	Conserved sequence (low covariation and power)	195250.SAMN02261338	2 Bacteria	1117 Cyanobacteria	NA	1890424 Synechococcales	1890426 Synechococcaceae	1129 Synechococcus	195250 Synechococcus sp. PCC 7336
K02716_upstream.fna.motif.h1_3	Conserved sequence (low covariation and power)	1041939.SAMN02954344	2 Bacteria	1117 Cyanobacteria	NA	1890424 Synechococcales	1213 Prochloraceae	1218 Prochlorococcus	1219 Prochlorococcus marinus
K02716_upstream.fna.motif.h1_3	Conserved sequence (low covariation and power)	1041938.SAMN02954344	2 Bacteria	1117 Cyanobacteria	NA	1890424 Synechococcales	1213 Prochloraceae	1218 Prochlorococcus	1219 Prochlorococcus marinus
K02716_upstream.fna.motif.h1_3	Conserved sequence (low covariation and power)	74546.SAMN02598321	2 Bacteria	1117 Cyanobacteria	NA	1890424 Synechococcales	1213 Prochloraceae	1218 Prochlorococcus	1219 Prochlorococcus marinus
K02716_upstream.fna.motif.h1_3	Conserved sequence (low covariation and power)	1471509.SAMN02671380	2 Bacteria	1117 Cyanobacteria	NA	1890424 Synechococcales	1213 Prochloraceae	1218 Prochlorococcus	1471509 Prochlorococcus sp. scB245a_519A13
K02716_upstream.fna.motif.h1_3	Conserved sequence (low covariation and power)	167546.SAMN02603288	2 Bacteria	1117 Cyanobacteria	NA	1890424 Synechococcales	1213 Prochloraceae	1218 Prochlorococcus	1219 Prochlorococcus marinus
K02716_upstream.fna.motif.h1_3	Conserved sequence (low covariation and power)	1219.SAMEA3368574	2 Bacteria	1117 Cyanobacteria	NA	1890424 Synechococcales	1213 Prochloraceae	1218 Prochlorococcus	1219 Prochlorococcus marinus
K02716_upstream.fna.motif.h1_3	Conserved sequence (low covariation and power)	1501268.SAMN02769551	2 Bacteria	1117 Cyanobacteria	NA	1890424 Synechococcales	1213 Prochloraceae	1218 Prochlorococcus	1501268 Prochlorococcus sp. MIT 0604
K02716_upstream.fna.motif.h1_3	Conserved sequence (low covariation and power)	1471522.SAMN02671393	2 Bacteria	1117 Cyanobacteria	NA	1890424 Synechococcales	1213 Prochloraceae	1218 Prochlorococcus	1471522 Prochlorococcus sp. scB245a_520K10
K02716_upstream.fna.motif.h1_3	Conserved sequence (low covariation and power)	93057.SAMN02769555	2 Bacteria	1117 Cyanobacteria	NA	1890424 Synechococcales	1213 Prochloraceae	1218 Prochlorococcus	1219 Prochlorococcus marinus
K02716_upstream.fna.motif.h1_3	Conserved sequence (low covariation and power)	1471459.SAMN02671330	2 Bacteria	1117 Cyanobacteria	NA	1890424 Synechococcales	1213 Prochloraceae	1218 Prochlorococcus	1471459 Prochlorococcus sp. scB241_528O2
K02716_upstream.fna.motif.h1_3	Conserved sequence (low covariation and power)	74545.SAMN02769556	2 Bacteria	1117 Cyanobacteria	NA	1890424 Synechococcales	1213 Prochloraceae	1218 Prochlorococcus	1219 Prochlorococcus marinus
K02716_upstream.fna.motif.h1_3	Conserved sequence (low covariation and power)	1961091.SAMN06345451	2 Bacteria	1117 Cyanobacteria	NA	1890424 Synechococcales	1213 Prochloraceae	1218 Prochlorococcus	1961091 Prochlorococcus sp. HOT208_60m_813I02
K02716_upstream.fna.motif.h1_3	Conserved sequence (low covariation and power)	93060.SAMN02598410	2 Bacteria	1117 Cyanobacteria	NA	1890424 Synechococcales	1213 Prochloraceae	1218 Prochlorococcus	1219 Prochlorococcus marinus
K02716_upstream.fna.motif.h1_3	Conserved sequence (low covariation and power)	167542.SAMN02603924	2 Bacteria	1117 Cyanobacteria	NA	1890424 Synechococcales	1213 Prochloraceae	1218 Prochlorococcus	1219 Prochlorococcus marinus
K02716_upstream.fna.motif.h1_3	Conserved sequence (low covariation and power)	59919.SAMEA3138209	2 Bacteria	1117 Cyanobacteria	NA	1890424 Synechococcales	1213 Prochloraceae	1218 Prochlorococcus	1219 Prochlorococcus marinus
K02716_upstream.fna.motif.h1_3	Conserved sequence (low covariation and power)	167539.SAMN02603142	2 Bacteria	1117 Cyanobacteria	NA	1890424 Synechococcales	1213 Prochloraceae	1218 Prochlorococcus	1219 Prochlorococcus marinus
K02716_upstream.fna.motif.h1_3	Conserved sequence (low covariation and power)	93059.SAMN00622972	2 Bacteria	1117 Cyanobacteria	NA	1890424 Synechococcales	1213 Prochloraceae	1218 Prochlorococcus	1219 Prochlorococcus marinus
K02716_upstream.fna.motif.h1_3	Conserved sequence (low covariation and power)	163908.SAMN02261341	2 Bacteria	1117 Cyanobacteria	NA	1161 Nostocales	1162 Nostocaceae	1163 Anabaena	163908 Anabaena sp. PCC 7108
K02716_upstream.fna.motif.h1_3	Conserved sequence (low covariation and power)	56107.SAMN02261342	2 Bacteria	1117 Cyanobacteria	NA	1161 Nostocales	1162 Nostocaceae	56106 Cylindrospermum	142864 Cylindrospermum stagnale
K02716_upstream.fna.motif.h1_1	Conserved sequence (low covariation and power)	1041939.SAMN02954344	2 Bacteria	1117 Cyanobacteria	NA	1890424 Synechococcales	1213 Prochloraceae	1218 Prochlorococcus	1219 Prochlorococcus marinus
K02716_upstream.fna.motif.h1_1	Conserved sequence (low covariation and power)	1041938.SAMN02954344	2 Bacteria	1117 Cyanobacteria	NA	1890424 Synechococcales	1213 Prochloraceae	1218 Prochlorococcus	1219 Prochlorococcus marinus
K02716_upstream.fna.motif.h1_1	Conserved sequence (low covariation and power)	74546.SAMN02598321	2 Bacteria	1117 Cyanobacteria	NA	1890424 Synechococcales	1213 Prochloraceae	1218 Prochlorococcus	1219 Prochlorococcus marinus
K02716_upstream.fna.motif.h1_1	Conserved sequence (low covariation and power)	1471509.SAMN02671380	2 Bacteria	1117 Cyanobacteria	NA	1890424 Synechococcales	1213 Prochloraceae	1218 Prochlorococcus	1471509 Prochlorococcus sp. scB245a_519A13
